nameAr,barcode,gtin,activeIngredients,strength,dosageForm,manufacturer,officialPrice,requiresPrescription,source
AZALIDE 200MG/5ML SUSP. 15ML,,,AZITHROMYCIN,,ORAL.LIQUID,UP PHARMA,53.0,,Elhafez Reference 25065
AZALIDE 250MG 6 CAPS.,,,AZITHROMYCIN,,ORAL.SOLID,UP PHARMA,49.5,,Elhafez Reference 25065
AZALIDE 500MG 3 CAPS.,,,AZITHROMYCIN,,ORAL.SOLID,UP PHARMA,52.0,,Elhafez Reference 25065
AZANIA 5 BILLION 10 SACHETS,,,PROBIOTIC BLEND( LACTOBACILLUS PLANTARUM+BIFIDOBACTERIUM LONGUM SUBSP.INFANTIS)+WHEY PROTEIN CONCENTRATE,,EFF,PHARMAZAD > NOVOGEN,110.0,,Elhafez Reference 25065
AZARGA SUSP. EYE DROPS 5 ML,,,BRINZOLAMIDE+TIMOLOL,,EYE,NOVARTIS > NOVARTIS PHARMA SCIENTIFIC OFFICE,192.0,,Elhafez Reference 25065
AZARIN 50 MG 30 TABS.(N/A YET),,,AZATHIOPRINE,,ORAL.SOLID,HI-PHARM,24.0,,Elhafez Reference 25065
AZATHIOPRINE 50 MG 100 TABS.(N/A),,,AZATHIOPRINE,,ORAL.SOLID,SHANGHAI SINE PHARMACEUTICAL CORPORATION LTD > TECHNOPHARMA,75.0,,Elhafez Reference 25065
AZATHIOPRINE A.I.T. 50 MG 100 F.C.TABS.(N/A),,,AZATHIOPRINE,,ORAL.SOLID,ACDIMA INTERNATIONAL TRADING > ARAB CAPS,75.0,,Elhafez Reference 25065
AZATHIOPRINE PCH 50 MG 10 TABS.(CANCELLED),,,AZATHIOPRINE,,ORAL.SOLID,PHARMACHEMIE-NETHERLANDS > COPAD PHARMA,8.0,,Elhafez Reference 25065
AZATHIOPRINE RPG 50 MG 100 TABS.,,,AZATHIOPRINE,,ORAL.SOLID,RPG LIFE SCIENCES-INDIA > INTERNATIONAL TRADING OFFICE,156.0,,Elhafez Reference 25065
AZATHIOPRINE RPG 50 MG 30 TABS.,,,AZATHIOPRINE,,ORAL.SOLID,RPG LIFE SCIENCES-INDIA > INTERNATIONAL TRADING OFFICE,68.0,,Elhafez Reference 25065
AZATHIOPRINE-EVAPHARMA 100 MG 30 F.C.TABS.,,,AZATHIOPRINE,,ORAL.SOLID,EVA PHARMA,153.0,,Elhafez Reference 25065
AZATHIOPRINE-EVAPHARMA 25 MG 30 F.C.TABS.,,,AZATHIOPRINE,,ORAL.SOLID,EVA PHARMA,60.0,,Elhafez Reference 25065
AZATHIOPRINE-EVAPHARMA 50 MG 30 F.C.TABS.,,,AZATHIOPRINE,,ORAL.SOLID,EVA PHARMA,96.0,,Elhafez Reference 25065
AZATHIOPRINE-EVAPHARMA 75 MG 30 F.C.TABS.,,,AZATHIOPRINE,,ORAL.SOLID,EVA PHARMA,123.0,,Elhafez Reference 25065
AZATHIOPRINE-MYLAN 50 MG 100 TABS.,,,AZATHIOPRINE,,ORAL.SOLID,MYLAN S.A.S > ONE PHARMA MEDICS,198.0,,Elhafez Reference 25065
AZATRIBACT 200MG/5ML SUSP. 22.5 ML,,,AZITHROMYCIN,,ORAL.LIQUID,RIVA PHARMA S.A.E.,15.0,,Elhafez Reference 25065
AZATRIBACT 250MG 6 CAPS.,,,AZITHROMYCIN,,ORAL.SOLID,RIVA PHARMA S.A.E.,15.0,,Elhafez Reference 25065
AZATRIBACT 500MG 3 CAPS.,,,AZITHROMYCIN,,ORAL.SOLID,RIVA PHARMA S.A.E.,13.5,,Elhafez Reference 25065
AZECLEAR 20% CREAM 30 GM,,,AZELAIC ACID,,TOPICAL,BIOPHARM EGYPT > SAJA PHARMA,21.6,,Elhafez Reference 25065
AZELAST 0.05% EYE DROPS 5 ML,,,AZELASTINE,,EYE,RAMEDA > HIKMA PHARMA,15.0,,Elhafez Reference 25065
AZELAST PLUS 125/50 MCG NASAL SPRAY 25 ML,,,AZELASTINE+FLUTICASONE PROPIONATE,,SPRAY,HIKMA PHARMA,102.0,,Elhafez Reference 25065
AZEMIBE 10/10MG 10 F.C. TABS.,,,ATORVASTATIN+EZETIMIBE,,ORAL.SOLID,EGPI > INNOVISION PHARM,30.0,,Elhafez Reference 25065
AZEMIBE 10/20MG 10 F.C. TABS.,,,ATORVASTATIN+EZETIMIBE,,ORAL.SOLID,EGPI > INNOVISION PHARM,33.0,,Elhafez Reference 25065
AZETASINE 10/10MG 10 F.C. TABS.,,,EZETIMIBE+SIMVASTATIN,,ORAL.SOLID,MEPACO,16.2,,Elhafez Reference 25065
AZGOBION 5 MG 30 TABS.,,,BIOTIN,,ORAL.SOLID,MEDIZEN PHARMACEUTICAL INDUSTRIES > APIC,18.0,,Elhafez Reference 25065
AZGOCLATENS EYE DROPS 5ML,,,BRIMONIDINE+TIMOLOL,,UNKNOWN,GRAND PHARMA > APIC,39.0,,Elhafez Reference 25065
AZGODIABETO 2/30 MG 20 TAB.,,,GLIMEPIRIDE+PIOGLITAZONE,,ORAL.SOLID,SEDICO > APIC,24.0,,Elhafez Reference 25065
AZGOFLOX 400MG 10 F.C. TABS.,,,MOXIFLOXACIN,,ORAL.SOLID,MASH PREMIERE,184.0,,Elhafez Reference 25065
AZGOFLOX 400MG 5 F.C. TABS. (N/A),,,MOXIFLOXACIN,,ORAL.SOLID,MASH PREMIERE,54.0,,Elhafez Reference 25065
AZGOMEXOL 1% EYE DROPS 5 ML,,,RIMEXOLONE,,EYE,GRAND PHARMA > APIC,15.6,,Elhafez Reference 25065
AZGOVANC 20MG 7 CAPS.,,,OMEPRAZOLE+SODIUM BICARBONATE,,ORAL.SOLID,SABAA > APIC,24.5,,Elhafez Reference 25065
AZGOVANC 40MG 7 CAPS.,,,OMEPRAZOLE+SODIUM BICARBONATE,,ORAL.SOLID,SABAA > APIC,47.5,,Elhafez Reference 25065
AZHA CREAM SPF20. 30 GM,,,ZINC OXIDE+AVOBENZONE+OXYBENZONE+LIQUORICE EXT+GREEN TEA EXT+MULBERRY EXT+GINKGO BILOBA EXT+LEMON EX,,TOPICAL,HI-CARE > ALBA PHARMA,89.0,,Elhafez Reference 25065
AZHA CREAM SPF20. 60 GM,,,ZINC OXIDE+AVOBENZONE+OXYBENZONE+LIQUORICE EXT+GREEN TEA EXT+MULBERRY EXT+GINKGO BILOBA EXT+LEMON EX,,TOPICAL,HI-CARE > ALBA PHARMA,94.0,,Elhafez Reference 25065
AZHA CREAM SPF20. 75 GM,,,ZINC OXIDE+AVOBENZONE+OXYBENZONE+LIQUORICE EXT+GREEN TEA EXT+MULBERRY EXT+GINKGO BILOBA EXT+LEMON EX,,TOPICAL,HI-CARE > ALBA PHARMA,189.0,,Elhafez Reference 25065
AZI-ONCE 200MG/5ML SUSP. 15ML,,,AZITHROMYCIN,,ORAL.LIQUID,JAMJOOM PHARMACEUTICALS,43.0,,Elhafez Reference 25065
AZI-ONCE 200MG/5ML SUSP. 22.5ML,,,AZITHROMYCIN,,ORAL.LIQUID,JAMJOOM PHARMACEUTICALS,34.0,,Elhafez Reference 25065
AZI-ONCE 200MG/5ML SUSP. 30ML,,,AZITHROMYCIN,,ORAL.LIQUID,JAMJOOM PHARMACEUTICALS,41.5,,Elhafez Reference 25065
AZI-ONCE 250MG 6 CAPS.,,,AZITHROMYCIN,,ORAL.SOLID,JAMJOOM PHARMACEUTICALS,54.0,,Elhafez Reference 25065
AZIMACRON 500 MG 3 F.C. TABS.,,,AZITHROMYCIN,,ORAL.SOLID,SABAA,63.0,,Elhafez Reference 25065
AZINDAMON 500MG 3 F.C.TAB.,,,AZITHROMYCIN,,ORAL.SOLID,ORGANOPHARMA > MODERN OFFICE FOR IMPORT,21.75,,Elhafez Reference 25065
AZIRA 10 SACHETS,,,LACTOFERRIN+IRON+FOLIC ACID+ZINC+VITAMIN B12,,EFF,SAVVYMIX NUTRITION > PERLA PHARMA,100.0,,Elhafez Reference 25065
AZIROWA 1000 MG 2 F.C. TABS.,,,AZITHROMYCIN,,ORAL.SOLID,AL ROWAD PHARMACEUTICAL INDUSTRIAL CO.,44.0,,Elhafez Reference 25065
AZITANAD 500 MG 3 F.C. TABS.,,,AZITHROMYCIN,,ORAL.SOLID,INAD PHARMA,63.0,,Elhafez Reference 25065
AZITHROCHIDIA 1% EYE DROPS 15*0.4ML SDU,,,AZITHROMYCIN,,EYE,ORCHIDIA,66.0,,Elhafez Reference 25065
AZITHROGLOB 500 MG VIAL I.V. INF.,,,AZITHROMYCIN,,INJECTION,GLOBAL PHARMACEUTICAL INDUSTRIES,50.0,,Elhafez Reference 25065
AZITHROMASH 500 MG 3 F.C. TABS.,,,AZITHROMYCIN,,ORAL.SOLID,MASH PREMIERE,48.0,,Elhafez Reference 25065
AZITHROMASH 500 MG 6 F.C. TABS. (N/A),,,AZITHROMYCIN,,ORAL.SOLID,MASH PREMIERE,65.0,,Elhafez Reference 25065
AZITHROMIN 250MG 6 CAPS.,,,AZITHROMYCIN,,ORAL.SOLID,EL NILE.,31.5,,Elhafez Reference 25065
AZITHROMYCIN-AUG 500 MG 3 F.C.TABS. (N/A),,,AZITHROMYCIN,,ORAL.SOLID,AUG PHARMA,32.5,,Elhafez Reference 25065
AZITHROMYCIN-AUG 500 MG 6 F.C.TABS.,,,AZITHROMYCIN,,ORAL.SOLID,AUG PHARMA,126.0,,Elhafez Reference 25065
AZITHROTREAT 2GM/60ML PD. FOR ORAL SUSP.,,,AZITHROMYCIN,,ORAL.LIQUID,SIGMA > ANDALOUS PHARMA,44.0,,Elhafez Reference 25065
AZIWOK 200MG/5ML SUSP. 15ML,,,AZITHROMYCIN,,ORAL.LIQUID,GLOBAL NAPI PHARMACEUTICALS > WOCKHARDT,27.0,,Elhafez Reference 25065
AZIWOK 250MG 6 CAPS.,,,AZITHROMYCIN,,ORAL.SOLID,GLOBAL NAPI PHARMACEUTICALS > WOCKHARDT,45.0,,Elhafez Reference 25065
AZO CREAM 30 GM,,,RETINOIC ACID+ALPHA HYDROXYL ACID+SALICYLIC ACID+ZINC OXIDE+ALLANTION,,TOPICAL,UNITED ALLAM FACTORY > PANAX PHARMA,45.0,,Elhafez Reference 25065
AZO SOAP 80 GM,,,VITAMIN A+ZINC OXIDE+SALICYLIC ACID+GLYCERIN+MENTHOL,,SOAP,UNITED ALLAM FACTORY > PANAX PHARMA,35.0,,Elhafez Reference 25065
AZOHARMONI 20 CAPSULES,,,SOY ISOFLAVONE 134 MG ( 40% PURE+EQ.TO 54 MG PURE ISOFLAVONE),,ORAL.SOLID,MARVEL PHARMA GROUP > AZOR PHARMA FOR PHARMACEUTICAL INDUSTRIES,125.0,,Elhafez Reference 25065
AZOLACONE 200 MG VIAL(N/A YET),,,VORICONAZOLE,,INJECTION,SIGMA TEC > SIGMA,400.0,,Elhafez Reference 25065
AZOLMIGRA 5 MG 2 ORO-DISPERSIBLE TABS.,,,ZOLMITRIPTAN,,ORAL.SOLID,MUP,18.0,,Elhafez Reference 25065
AZOMYCIN 200MG/5ML SUSP. 15ML,,,AZITHROMYCIN,,ORAL.LIQUID,PHARCO,15.6,,Elhafez Reference 25065
AZOMYCIN 250MG 6 CAPS.,,,AZITHROMYCIN,,ORAL.SOLID,PHARCO,25.2,,Elhafez Reference 25065
AZOPT 1% EYE DROPS 5 ML,,,BRINZOLAMIDE,,EYE,NOVARTIS > NOVARTIS SCIENTIFIC OFFICE,57.0,,Elhafez Reference 25065
AZOR ANTI-DANDRUFF SHAMPOO 120 ML,,,,,TOPICAL,COSMOPACK FOR COSMETICS > AZUR PHARMACEUTICALS,125.0,,Elhafez Reference 25065
AZOR HAIR BABY SHAMPOO 120 ML,,,,,TOPICAL,COSMOPACK FOR COSMETICS > AZUR PHARMACEUTICALS,125.0,,Elhafez Reference 25065
AZOR HAIR OIL 120 ML,,,,,UNKNOWN,COSMOPACK FOR COSMETICS > AZUR PHARMACEUTICALS,139.0,,Elhafez Reference 25065
AZOR TOPICAL LIQUID 100 ML,,,ALCOHOL 70%+SALICYLIC ACID+VITAMIN A+GLYCERIN+TEA TREE OIL,,UNKNOWN,EL-HELOU PERFUMES & COSMETICS > AZUR PHARMACEUTICALS,69.0,,Elhafez Reference 25065
AZORA TOPICAL CREAM 50 GM,,,,,TOPICAL,COSMOPACK FOR COSMETICS > AZUR PHARMACEUTICALS,65.0,,Elhafez Reference 25065
AZOTEC DEX MASSAGE CREAM 100 GM,,,TOCOPHEROL (VIT E)+LAUROCAPRAM+MENTHOL+EUCALYPTUS GLOBULUS LEAF (EUCALYPTUS)+EUGENIA CARYOPHYLLUS FLOWER EXTRACT (CLOVE)+ALLANTOIN+MAGNESIUM SULFATE+(CAMPHORA OIL)+PANAX GINSENG ROOT EXTRACT+PERSEA GRATISSIMA OIL (AVOCADO OIL)+BUTYROSPERMUM PARKII BUTTER (SHEA BUTTER)+GLYCERYL STEARATE+ARCTIUM LAPPA ROOT EXTRACT+CARBOMER+PHENOXYETHANOL+10-HYDROXYSTEARIC ACID+TRIETHANOLAMINE,,TOPICAL,INTEGRATED COSMETIC INDUSTRIES > KONCIEVE,200.0,,Elhafez Reference 25065
AZOTEC FLEX ROLL ON 80 ML,,,ROSMARINUS OFFICINALIS EXTRACT (ROSEMARY)+HYDROGENATED POTATO STARCH+ALLIUM SATIVUM BULB EXTRACT+MAGNESIUM SULFATE+ZINC OXIDE+PHENOXYETHANOL+MENTHOL+(CAMPHORA OIL)+EUGENIA CARYOPHYLLUS CINNAMOMUM CAMPHORA BARK OIL CARBOMER+PHENOXYETHANOL+AQUA+EUCALYPTUS GLOBULUS LEAF OIL (EUCALYPTUS)+LAUROCAPRAM+TRIETHANOLAMINE+AQUA.,,UNKNOWN,LEVEN > KONCIEVE,200.0,,Elhafez Reference 25065
AZOTEC MAX GEL 100 GM,,,TOCOPHEROL(VIT E)+LAUROCAPRAM+MENTHOL+EUCALYPTUS GLOBULUS LEAF OIL (EUCALYPTUS)+EUGENIA CARYOPHYLLUS FLOWER EXTRACT (CLOVE)+ALLANTOIN+MAGNESIUM SULFATE+CINNAMOMUM CAMPHORA BARK OIL (CAMPHORA OIL)+PANAX GINSENG ROOT EXTRACT+PERSEA GRATISSIMA OIL (AVOCADO OIL)+BUTYROSPERMUM PARKII BUTTER(SHEA BUTTER)+ARCTIUM LAPPA ROOT EXTRACT+CARBOMER+POLYSORBATE 80+TRIETHANOLAMINE+PHENOXYETHANOL+AQUA.,,TOPICAL,LEVEN > KONCIEVE,250.0,,Elhafez Reference 25065
AZOTEC MIX MASSAGE SPRAY 200 ML,,,BISABOLIFETM(BISABOLOL)+MAGNESIUM SULFATE MENTHOL+PERSEA GRATISSIMA OIL (AVOCADO OIL) BUTYROSPERMUM PARKIR BUTTER(SHEA BUTTER) CINNAMOMUM CAMPHORA BARK OIL(CAMPHORA OIL) ALLANTOIN+EUCALYPTUS GLOBULUS LEAF OIL(EUCALYPTUS) LAUROCAPRAM+ARCTIUM LAPPA ROOT EXTRACT+TOCOPHERYL ACETATE+TRIETHANOLAMINE+POLYSORBATE 80+CARBOMER+PHENOXYETHANOL+AQUA+EUGENIA CARYOPHYLLUS FLOWER EXTRACT(CLOVE),,SPRAY,LEVEN > KONCIEVE,350.0,,Elhafez Reference 25065
AZROLANTA 500 MG VIAL,,,AZITHROMYCIN,,INJECTION,RAMEDA > NEW BOSTON PHARMACEUTICALS,126.0,,Elhafez Reference 25065
AZROLID 200MG/5ML PD. FOR ORAL SUSP. 15ML,,,AZITHROMYCIN,,ORAL.LIQUID,PHARCO > AMRIYA,45.0,,Elhafez Reference 25065
AZROLID 200MG/5ML PD. FOR ORAL SUSP. 22.5ML,,,AZITHROMYCIN,,ORAL.LIQUID,PHARCO > AMRIYA,37.0,,Elhafez Reference 25065
AZROLID 200MG/5ML PD. FOR ORAL SUSP. 30ML,,,AZITHROMYCIN,,ORAL.LIQUID,PHARCO > AMRIYA,62.0,,Elhafez Reference 25065
AZROLID 500 MG 3 F.C.TABS.,,,AZITHROMYCIN,,ORAL.SOLID,AMRIYA,63.0,,Elhafez Reference 25065
AZROLID 500 MG 6 F.C.TABS.,,,AZITHROMYCIN,,ORAL.SOLID,AMRIYA,126.0,,Elhafez Reference 25065
AZYLDROX 100 MG S.C. VIAL 5 ML,,,AZACITIDINE,,INJECTION,HIKMA SPECIALIZED PHARMACEUTICALS,2786.0,,Elhafez Reference 25065
B COMPLEX FORMULA 100 TABS. (ALFA),,,VITAMIN B COMPLEX,,ORAL.SOLID,ALFA VITAMINS LABORATORIES >,66.0,,Elhafez Reference 25065
B TWELVE 1000 MCG 30 SUBLINGUAL TABS.,,,VITAMIN B12+VITAMIN B6+FOLIC ACID+BIOTIN,,ORAL.SOLID,COPAD,38.0,,Elhafez Reference 25065
B&B EYE CONTOUR CREAM 30 GM,,,CALENDULA+CHAMOMILE+VITAMIN A+VITAMIN E+VITAMIN C,,TOPICAL,EL-HELOU PERFUMES & COSMETICS > BEAUTY & BEYOND INTERNATIONAL,59.0,,Elhafez Reference 25065
B&B SKIN EMOLLIENT CREAM 120 GM,,,AVOCADO OIL+PROPOLIS+ALOE VERA EXTRACT+CALENDULA EXTRACT+CLOVE EXTRACT+MENTHOL+DIMETHICONE+UV FILTER,,TOPICAL,EL-HELOU PERFUMES & COSMETICS > BEAUTY & BEYOND INTERNATIONAL,42.0,,Elhafez Reference 25065
B&B SKIN EMOLLIENT CREAM FOR OILY SKIN 120 GM,,,CERAMIDES+LACTIC ACID+NICOTINAMIDE+PANTHENOL+JOJOBA EXTRACT+ALOVERA EXTRACT+CENTELLA ASIATICA EXTRACT,,TOPICAL,EL-HELOU PERFUMES & COSMETICS > BEAUTY & BEYOND INTERNATIONAL,53.0,,Elhafez Reference 25065
B-CALM CREAM 50 GM,,,,,TOPICAL,E.C.P > ARABIAN INTERNATIONAL GROUP (AIG),9.5,,Elhafez Reference 25065
B-COM 6 I.M./I.V. AMP.,,,VITAMIN B COMPLEX,,INJECTION,AMOUN,16.0,,Elhafez Reference 25065
B-COM FORTE 30 F.C. TABS.,,,VITAMIN B COMPLEX,,ORAL.SOLID,AMOUN,15.0,,Elhafez Reference 25065
B-COMPLEX 90 TABS. (NATROL),,,VITAMIN B COMPLEX,,ORAL.SOLID,NATROL,70.0,,Elhafez Reference 25065
B-FRESH 0.05% MOUTHWASH 250 ML,,,CETYLPYRIDINIUM+FLUORIDE,,MOUTH,PHAROPHARMA,8.5,,Elhafez Reference 25065
B-FRESH 0.05% MOUTHWASH 500 ML,,,CETYLPYRIDINIUM+FLUORIDE,,MOUTH,PHAROPHARMA,18.0,,Elhafez Reference 25065
B-MELT 30 INSTANT DISSOLVE TABS,,,METHYL COBALAMINE(B12)+METHYL FOLATE(B9)+PYRIDOXINE(B6),,ORAL.SOLID,LIFE SAVER > BIO-N,25.0,,Elhafez Reference 25065
B-PREETY WHITENING CREAM 50 GM,,,,,TOPICAL,DREAMS EL HABBOBA > REVIVE,33.0,,Elhafez Reference 25065
B.B.C. ORAL SPRAY 25 ML,,,BENZOCAINE+BENZYDAMINE+CETALKONIUM,,SPRAY,AMOUN,49.0,,Elhafez Reference 25065
B.C.G. VACCINE 1 MG AMP.,,,VACCINE BCG,,INJECTION,VACSERA,1.25,,Elhafez Reference 25065
B.C.G. VACCINE 2 MG AMP.,,,VACCINE BCG,,INJECTION,VACSERA,1.25,,Elhafez Reference 25065
B.S.S. IRRIGATING SOLUTION 15 ML,,,CALCIUM CHLORIDE+MAGNESIUM CHLORIDE+POTASSIUM CHLORIDE+SODIUM ACETATE+SODIUM CHLORIDE+SODIUM CITRATE,,EYE,NOVARTIS > NOVARTIS SCIENTIFIC OFFICE,14.4,,Elhafez Reference 25065
B12 15 ML ORAL SPRAY,,,METHYLCOBALAMIN 1000 MCG,,UNKNOWN,ATOS > NOVAZONE,120.0,,Elhafez Reference 25065
B12 ALEX 20 FILM,,,,,ORAL.SOLID,,80.0,,Elhafez Reference 25065
B12 DEPOT 1000 MCG 5 AMP.,,,HYDROXOCOBALAMIN,,INJECTION,ARAB DRUG COMPANY (ADCO),26.25,,Elhafez Reference 25065
B12 SANO PHARMA 1 MG 30 TABS,,,VITAMIN B12,,ORAL.SOLID,SANO PHARMA,120.0,,Elhafez Reference 25065
B12 SR 1000MCG 20 CAPS.,,,CYANOCOBALAMIN,,ORAL.SOLID,INTERNATIONAL DRUG AGENCY (IDI) > NOVELL PHARMA,30.0,,Elhafez Reference 25065
B2B SEA WATER 70 ML NASAL SPRAY,,,SEA WATER,,SPRAY,EL NILE FACTORY > BE HEALTHY COMPANY,80.0,,Elhafez Reference 25065
BABETONE SYRUP 120 ML,,,THYME+FENNEL+BEE PROPOLIS+ROSE HIP+HONEY BASE,,ORAL.LIQUID,AL ESRAA PHARMACEUTICAL OPTIMA,35.0,,Elhafez Reference 25065
BABETONE SYRUP SUGAR FREE 120 ML,,,THYME+FENNEL+BEE PROPOLIS+ROSE HIP,,ORAL.LIQUID,AL ESRAA PHARMACEUTICAL OPTIMA,35.0,,Elhafez Reference 25065
BABONGE MAS HERBAL DRINK SYRUP 60 ML,,,MINT+ANISE+CHAMOMILE+DILL,,ORAL.LIQUID,TADAWENA,65.0,,Elhafez Reference 25065
BABY CALCIUM  120ML SYRUP,,,CALCIUM,,ORAL.LIQUID,ORGANO > PHARACAST,75.0,,Elhafez Reference 25065
BABY CARE BABY CREAM 75GM,,,ZINC OXIDE+OLIVE OIL+CHAMOMILE EX,,UNKNOWN,BRAND INTERNATIONAL > I PHARMA,55.0,,Elhafez Reference 25065
BABY CARE CREAM 30 GM,,,CALAMINE+DIMETHICONE+ZINC OXIDE,,TOPICAL,EGPI > HI-PHARM,45.0,,Elhafez Reference 25065
BABY CHOICE CREAM 75GM,,,ZINC OXIDE+OLIVE OIL,,TOPICAL,LEADER FOR COSMETICS > GLOBE INTERNATIONAL PHARMACEUTICALS,49.0,,Elhafez Reference 25065
BABY COMFORT OINT. 20 GM,,,,,TOPICAL,PHARCO,16.0,,Elhafez Reference 25065
BABY CREAM 30 GM,,,OLIVE OIL+ZINC OXIDE,,TOPICAL,AMOUN,45.0,,Elhafez Reference 25065
BABY CREAM 60 GM,,,OLIVE OIL+ZINC OXIDE,,TOPICAL,AMOUN,75.0,,Elhafez Reference 25065
BABY DRINK 12 SACHETS,,,CHAMOMILE OIL+THYME OIL+ANISE OIL+PEPPERMINT OIL+LIQUORICE,,EFF,TECHNOPHARM > PHARCO,7.0,,Elhafez Reference 25065
BABY GUARD TOPICAL CREAM 20 GM,,,BENZALKONIUM CHLORIDE+CETRIMIDE,,TOPICAL,AMRIYA,3.75,,Elhafez Reference 25065
BABY HOOD CREAM 50 GM,,,PANTHENOL+GLYCERIN+ZINC OXIDE+BEES WAX+PARAFFIN OIL+ALLANTOIN+OLIVE OIL+OCTYL STEARATE+LANOLINE,,TOPICAL,EGYPTIAN COMPANY FOR COSMETICS > SCOPE FOR DRUG TRADING,20.5,,Elhafez Reference 25065
BABY NADIF NASAL ASPIRATOR,,,,,UNKNOWN,CRAB SINERGY > ROTABIOGEN,750.0,,Elhafez Reference 25065
BABY NADIF NASAL SPRAY 50 ML,,,HYPERTONIC SEAWATER,,SPRAY,CRAB SINERGY > ROTABIOGEN,390.0,,Elhafez Reference 25065
BABY NADIF REFILL 20 TIPS,,,,,UNKNOWN,CRAB SINERGY > ROTABIOGEN,138.0,,Elhafez Reference 25065
BABY PHI 10 ML ORAL DROPS,,,PROBIOTIC L. RHAMNOSUS GG 1B CFU,,ORAL.LIQUID,DAWA EGYPT INTERNATIONAL > PHI PHARMA,109.0,,Elhafez Reference 25065
BABY RAN LOTION 120 ML,,,ZINC OXIDE+SHEA BUTTER+JOJOBA OIL+MACADAMIA OIL+PANTHENOL+PETROLEUM JELLY+CHAMOMILE+CUCUMBER+GREEN TEA+ALOE VERA+COD LIVER OIL+WHEAT GERM OIL,,UNKNOWN,> PRIME PHARMA,50.0,,Elhafez Reference 25065
BABY RASH FREE 30% OINT.,,,ZINC OXIDE,,TOPICAL,ALEXANDRIA > MILLENIUM PHARMA-EGYPT,5.0,,Elhafez Reference 25065
BABY RELIEF 12.5 MG 10 SUPP.,,,DICLOFENAC SODIUM,,RECTAL,PHAROPHARMA,36.0,,Elhafez Reference 25065
BABY RELIEF 12.5 MG 5 SUPP. (N/A),,,DICLOFENAC SODIUM,,RECTAL,PHAROPHARMA,12.0,,Elhafez Reference 25065
BABY RELIEF 25 MG 10 SUPP.,,,DICLOFENAC SODIUM,,RECTAL,PHAROPHARMA,38.0,,Elhafez Reference 25065
BABY RELIEF 25 MG 5 SUPP. (N/A),,,DICLOFENAC SODIUM,,RECTAL,PHAROPHARMA,9.0,,Elhafez Reference 25065
BABY REST 40MG/0.6ML ORAL DROPS 15 ML,,,SIMETHICONE,,ORAL.LIQUID,PHARCO,16.0,,Elhafez Reference 25065
BABY STEPS GOAT MILK FOLLOW ON FORMULA STAGE 2 - 300 GM,,,MILK FORMULA STAGE 2,,UNKNOWN,NIG NUTRITIONALS LIMITED,384.0,,Elhafez Reference 25065
BABY STEPS GOAT MILK INFANT FORMULA STAGE 1 - 300 GM,,,MILK FORMULA STAGE 1,,UNKNOWN,NIG NUTRITIONALS LIMITED,485.0,,Elhafez Reference 25065
BABY STEPS GOAT TODDLER MILK STAGE 3 - 300 GM,,,MILK FORMULA STAGE 3,,UNKNOWN,NIG NUTRITIONALS LIMITED,384.0,,Elhafez Reference 25065
BABY STEPS IGG 300 MG 2 SACHETS,,,BIOACTIVE LIPOSOMAL COLOSTRUM EQUIVALENT TO 300MG IGG,,EFF,NIG NUTRITIONALS LIMITED,375.0,,Elhafez Reference 25065
BABY TENZ 15 ML ORAL DROPS,,,PROBIOTIC BLEND(LACTOBACILLUS RHAMNOSUS GG),,ORAL.LIQUID,PHARMA ZAD > HEMALIFE PHARMACEUTICALS,76.0,,Elhafez Reference 25065
BABY WAY CREAM  125 GRAM,,,ZINC OXIDE+PANTHENOL+ALEO VERA EXTRACT+VITAMIN E+GLYCERIN,,TOPICAL,SMARTEC > REMEDIUM,85.0,,Elhafez Reference 25065
BABY WELL CAMOMILE DRINK 150 GM,,,DEXTROSE+HERBAL EXTRACTS FROM CHAMOMILE,,UNKNOWN,GO VITA > COPAD PHARMA,85.0,,Elhafez Reference 25065
BABY WELL HERBAL DRINK 150 GM,,,DEXTROSE+HERBAL EXTRACTS (LIME BLOSSOM - BALMINT - PEPPERMINT - THYME - PRIMROSE - HEALTHER),,UNKNOWN,GO VITA > COPAD PHARMA,85.0,,Elhafez Reference 25065
BABY ZED CREAM 40 GM,,,ZINC OXIDE+CHAMOMILE+THYME+GLYCERIN+OLIVE OIL,,TOPICAL,HI-CARE > TOP Z,35.0,,Elhafez Reference 25065
BABYLAND ORS 235 ML TETRPACK,,,GLUCOSE+SODIUM+POTASSIUM+ZINC,,ORAL.LIQUID,YOULAND PHARMACEUTICAL,62.5,,Elhafez Reference 25065
BABYLINE LOTION 120 ML,,,,,UNKNOWN,EGYPTIAN CO. FOR COSMETICS (E.C.C.) > HEAVEN PHARMA GROUP,85.0,,Elhafez Reference 25065
BABYLYTE ORAL REHYDRATION SOL. 240 ML,,,GLUCOSE (DEXTROSE)+POTASSIUM CITRATE+SODIUM CHLORIDE+SODIUM CITRATE,,UNKNOWN,PHARMACEUTICAL SOLUTION INDUSTRIES > AL KAMAL IMPORTING & MARKETING CO,10.0,,Elhafez Reference 25065
BABYRHINO SYRUP 100ML,,,CHLORPHENIRAMINE+PARACETAMOL(ACETAMINOPHEN)+PSEUDOEPHEDRINE,,ORAL.LIQUID,GLOBAL NAPI PHARMACEUTICALS,7.5,,Elhafez Reference 25065
